tweet, location,sentiment,entities
"News Update from https://t.co/bcZZnzR8zB NewsDesk - Buhari off to London on a four-days medical check-up

Breaking: Buhari off to London for medicals – Presidency
— 7th May 2018
Juliana... https://t.co/jAYlf6zFi6",Not Available,0.0,"['London', 'https://t.co/bcZZnzR8zB NewsDesk - Buhari', 'Buhari', 'Juliana']"
Where are those #OsinbajoBots? Buhari is traveling and your boss will be in charge for 4 days. Where should he go and fry akara this time? 😂😂😂🤣🤣🤣,Not Available,0.0,"['Buhari', 'boss', '😂😂😂🤣🤣🤣', 'akara']"
You get the feeling lowkey Buhari ran for president to be able to travel,Amsterdam,0.699999988079071,"['president', 'Buhari']"
"Buhari already has his next condolence message for the next attack typed: 

The president condemns the gruesome murder of Nigerians in blah blah blah. The president has directed blah blah blah. 

NEVER AGAIN",Not Available,-0.10000000149011612,"['Buhari', 'attack', 'president', 'murder', 'Nigerians', 'president']"
The imperialists and the colonialists and their collaborators (Nigerian corrupt leaders / politicians and Buhari’s APC government) are killing people because they want easy access to plunder and suck Nigeria dry. Zakzaky spoke against them. @Amaka_Ekwo https://t.co/tGg2wvrACy,Not Available,-0.20000000298023224,"['imperialists', 'colonialists', 'collaborators', 'leaders', 'politicians', 'people', 'Nigerian', 'Buhari', 'Zakzaky']"
"Pack and go home, Adeniran tells Buhari
https://t.co/PUUyebZgF3 https://t.co/yZTCC1AH9B",Africa/Lagos,0.20000000298023224,"['home', 'Adeniran', 'Buhari https://t.co/PUUyebZgF3 https://t.co/yZTCC1AH9B']"
"""@Amore_Luke: This image is false. Buhari is not this young.  @Gidi_Traffic https://t.co/FZc3wD8IY7",Not Available,-0.10000000149011612,['Buhari']
This is what #SouthAfricans said about #Buhari after his meeting with #Trump in #Washington DC,Not Available,0.0,"['SouthAfricans', 'meeting', '#Buhari', 'Washington DC', '#Trump']"
"BREAKING: Buhari to embark on Medical Trip to UK on Tuesday.

How far to everyone that said I was lying all along? 

The only reason Buhari is seeking re-election is because of his expensive medical lifestyle. He has nothing to offer.",Not Available,-0.10000000149011612,"['Buhari', 'BREAKING', 'Medical Trip', 'UK', 'everyone', 're-election']"
Nigeria's president Buhari says he will travel to Britain to see doctor https://t.co/KNnoOV2suC,Eastern Time (US & Canada),0.0,"['Buhari', 'Nigeria', 'doctor', 'Britain']"
Nigeria's president Buhari says he will travel to Britain to see doctor https://t.co/APGUNvq0hG,Pacific Time (US & Canada),0.0,"['Buhari', 'Nigeria', 'doctor', 'Britain']"
"A Dr. from England “summoned” @MBuhari and he’s on his way.

But when @nassnigeria summoned same Buhari, the man formed deaf &amp; dumb...",West Central Africa,0.0,"['Dr.', 'England', '@MBuhari', 'man', 'Buhari']"
"You are either crying over Buhari's inactions over the killings or crying that we are spending too much to stop it.
One thing is constant here... you are always crying. https://t.co/iM4YIuJAuG",Budapest,0.10000000149011612,"['killings', 'Buhari']"
President Buhari departs Daura for Abuja https://t.co/klZezQEMMm https://t.co/H4tFcuTqjH,West Central Africa,0.0,"['Buhari', 'Daura']"
BIAFRA: THE BASTARDIZE NIGERIA JUDICIARY UNDER MUHAMMADU BUHARI https://t.co/C920hIKZhU https://t.co/jKSxVMIuBs,Not Available,0.30000001192092896,"['BIAFRA', 'MUHAMMADU BUHARI']"
"The various lengths to which President Buhari has gone to end the spate of killings, such as mobilising state resources against the attackers, approving the setting up of new police and army formations in the affected areas, and the recruitment of thousands into the police...",West Central Africa,0.0,"['Buhari', 'attackers', 'killings', 'areas', 'thousands']"
"""Allah vaiyum, Marumai Naalaiyum Eemaan Kondavar (Peysinaal) Nallathai Peysattum. Allathu Mounamaaha Irukkattum"".(Buhari-6018/Muslim-182)",Pacific Time (US & Canada),0.0,"['Nallathai Peysattum', 'Peysinaal', 'Buhari-6018']"
"Killings in Kaduna, Taraba, Benue meant to instigate war - Buhari https://t.co/2LG6f4kHSo",Not Available,0.0,"['Killings', 'Kaduna', 'Taraba', 'Benue']"
"I trust that Nigerian Businessmen will be looking for Buhari's doctor. The only man who can summon the stubborn Buhari.

Once they find the doctor, the can get him to pass their 'proposals' to the President.

Some might even book hospital beds next to the President's bed.....",West Central Africa,0.0,"['Businessmen', 'Nigerian', 'doctor', 'doctor', 'Buhari', 'man', 'Some', 'President', 'President']"
Abe’s camp urges Buhari to call Amaechi to order https://t.co/pZwR5C35k9 https://t.co/6CqAl1qVJW,Amsterdam,0.0,"['Abe', 'camp', 'Buhari', 'Amaechi']"
"Y’all claim to love Buhari yet you want him to be on the ballot in 2019?

No, that’s selfish; that’s wicked. The man needs a rest. 

But if he insists, I wish him well. But more than him, I wish our country survives the certain uncertainties of him being president beyond 2019.",Nairobi,0.0,"['man', 'Buhari', 'president', 'country']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
"@SaharaReporters @MBuhari @NGRPresident @GarShehu @UnitedKingdomEU Garba Shehu has just announced that Buhari is heading to London tomorrow to have a “meeting” with his Doctors.
Me: The President is sick and has not been physically fit to perform his duties as President. A real man of integrity would have resigned!",Not Available,0.0,"['@SaharaReporters', '@MBuhari @NGRPresident @GarShehu @UnitedKingdomEU Garba Shehu', 'President', 'Doctors', 'meeting', 'London', 'Buhari', 'President', 'man']"
"Buhari, Saraki, Dogara Meet In Abuja • Channels Television READ MORE https://t.co/71HlSkvoxa",Ljubljana,0.0,"['Buhari', 'Saraki', 'Dogara Meet In Abuja']"
"N88 Billion misappropriated under Jonathan can fund NPOWER for one year - Osinbanjo

The N1.4 Trillion unappropriated fund spent by Buhari/Osinbanjo on subsidy in 2017 can fund  CAPEX for one year",Not Available,0.0,"['Jonathan', 'Osinbanjo', 'Buhari']"
Buhari Approves Establishment Of A New Battallion Of The Nigeria Army And Police https://t.co/nttY4V2K42 https://t.co/6lTlR6yV1T,Pacific Time (US & Canada),0.0,['Police']
"Over 7,300 Nigerians have entered Canada illegally, seeking asylum between January-April 2018. They cross by foot thru the forest trail from NY to Quebec. Canadian Immigration Minister is already fuming and planning to land in Nigeria to seek a stop.
Morons say Buhari is working",Not Available,-0.4000000059604645,"['Nigerians', 'Canada', 'forest trail', 'Immigration Minister', 'stop', 'NY', 'Quebec', 'Nigeria', 'Buhari', 'Morons']"
"Those Against Your Re-Election Behind Killings, Emir of Katsina Tells Buhari https://t.co/D6W5xcQYB8 https://t.co/rBSziQf2S3",West Central Africa,0.0,"['Killings', 'Emir of Katsina', 'Buhari https://t.co/D6W5xcQYB8 https://t.co/rBSziQf2S3']"
PMB dey go UK for 4days as im body wan taste foriegn tea... https://t.co/dCthLvUl7O,Azores,0.0,"['PMB dey', 'UK']"
Buhari sounds like a 200 Level Babe deceiving her parents so she can spend the weekend at 1k4 and Quilox https://t.co/rFOdjkTAO3,Amsterdam,-0.6000000238418579,"['Buhari', 'parents', 'Babe']"
"Garba Shehu has just announced that Buhari is heading to London tomorrow to have a “meeting” with his Doctors.
Me: The President is sick and has not been physically fit to perform his duties as President. A real man of integrity would have resigned!",Not Available,0.0,"['Garba Shehu', 'President', 'Buhari', 'Doctors', 'meeting', 'London', 'President', 'man']"
"FULL VIDEO: WHAT SARAKI, DOGARA TOLD BUHARI ABOUT DINO MELAYE AND IGP https://t.co/Jx6WkSD6Jl",Pacific Time (US & Canada),-0.20000000298023224,"['DOGARA', 'BUHARI', 'DINO MELAYE']"
"If Nigeria were a properly run company, Buhari would have long been relieved of his duties or kicked out by the board on account of his persistent ill health long ago. In any sane country, Parliament would have activated it's powers with a view to sending him to Daura.",West Central Africa,-0.10000000149011612,"['Buhari', 'Nigeria', 'country', 'Daura']"
"#PrintersMistake or #QwertyError Is Buhari going for #MedicalTourism on May 7, 2018 or May 17, 2018? https://t.co/QjD8bLM4pZ",Pacific Time (US & Canada),0.0,[]
Nigeria is going down before our very eyes. And they say Buhari deserves 2nd term.,Not Available,0.10000000149011612,['Buhari']
"Oil is now trading above $70, which is a 4-year high. What will be Buhari's excuse now for non-performance?",Not Available,-0.10000000149011612,"['excuse', 'Buhari']"
Hella heck. Saraki's &amp; Dogara's gangs in the NA keep messing things up &amp; holding the country to random but nobody is going berserk on them. Obviously because Buhari is not the one delaying the budget passage. https://t.co/p5B3tBpcHh,Not Available,-0.10000000149011612,"['gangs', 'Saraki', 'country', 'nobody', 'Dogara', 'Buhari', 'budget passage']"
"Buhari travels to UK for medical reasons
  
  https://t.co/BsBEntJxgL",Not Available,0.0,"['Buhari', 'UK']"
"But the most tragic part of Buhari's latest medical voyage is that in the country he is supposed to govern, medical workers are on strike. So, while the relic who was foisted on Nigerians through fallacies &amp; propaganda gets the best medicare abroad, his people are left to die.",Not Available,0.30000001192092896,"['Buhari', 'relic', 'country', 'workers', 'people', 'Nigerians']"
"N88 Billion misappropriated under Jonathan can fund NPOWER for one year - Osinbanjo

The N1.4 Trillion unappropriated fund spent by Buhari/Osinbanjo on subsidy in 2017 can fund  CAPEX for one year",Paris,0.0,"['Jonathan', 'Osinbanjo', 'Buhari']"
Nigeria is going down before our very eyes. And they say Buhari deserves 2nd term.,Not Available,0.10000000149011612,['Buhari']
"@Osase_N @MBuhari If it doesn't bother you that at your age Buhari was already Governor of a state and few years after a head of state and now in his 80's he is still President, I wonder how I can explain the tweet to you.",Pacific Time (US & Canada),-0.4000000059604645,"['Buhari', '@Osase_N @MBuhari', 'state', 'head of state']"
Buhari feels he's doing Nigerians a favour by sitting down in ASO Rock. If he's really here to serve Nigeria he'd have used all the money he's spent/spending on his health to fix the health sector @segalink,Not Available,0.20000000298023224,"['Buhari', 'Nigerians', 'ASO Rock']"
TELL US WHAT IS WRONG WITH BUHARI.,West Central Africa,-0.699999988079071,['BUHARI']
BIAFRA: TRUMP'S MEETING WITH BUHARI AND THE ECHOES OF DISINTEGRATION https://t.co/xSOoNJTC2i https://t.co/NSRAWz6KYm,Not Available,0.0,"['BIAFRA', 'MEETING', 'BUHARI']"
"@BlessinAbundant @DemolaRewaju @MBuhari @MrAyeDee @SamuelOgundipe @renoomokri @Tutsy22 @gbemy01 Something is wrong with buhari seriously! May 8, 17!may 8, 18! Renew plastic surgery again! Jubrin from Sudan!",Not Available,-0.10000000149011612,"['@BlessinAbundant', '@SamuelOgundipe', 'buhari', 'Jubrin', 'Sudan']"
"Over 7,300 Nigerians have entered Canada illegally, seeking asylum between January-April 2018. They cross by foot thru the forest trail from NY to Quebec. Canadian Immigration Minister is already fuming and planning to land in Nigeria to seek a stop.
Morons say Buhari is working",Not Available,-0.4000000059604645,"['Nigerians', 'Canada', 'forest trail', 'Immigration Minister', 'stop', 'NY', 'Quebec', 'Nigeria', 'Buhari', 'Morons']"
"""45 Killed in Nigerian Village as Mass Killings Increase"" by EMMANUEL AKINWOTU via NYT https://t.co/LIbva0VJJZ",Not Available,0.0,"['Nigerian Village', 'Mass Killings Increase', 'EMMANUEL AKINWOTU']"
Buhari feels he's doing Nigerians a favour by sitting down in ASO Rock. If he's really here to serve Nigeria he'd have used all the money he's spent/spending on his health to fix the health sector @segalink,West Central Africa,0.20000000298023224,"['Buhari', 'Nigerians', 'ASO Rock']"
Today in The Guardian – President Buhari back in London to see doctor. Get a copy. https://t.co/YNZRySgJce,Not Available,0.0,"['Buhari', 'London', 'doctor']"
Buhari sounds like a 200 Level Babe deceiving her parents so she can spend the weekend at 1k4 and Quilox https://t.co/rFOdjkTAO3,Pacific Time (US & Canada),-0.6000000238418579,"['Buhari', 'parents', 'Babe']"
"The non-appearance of the Inspector-General of Police Ibrahim Idris before the Senate, featured prominently at the parley between Senate President Bukola Saraki, Speaker, House of Representatives, Yakubu... https://t.co/wz7nClasKz",Amsterdam,0.10000000149011612,"['Ibrahim Idris', 'Inspector-General', 'parley', 'Bukola Saraki', 'Speaker', 'Yakubu']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
"It's instructive to know that despite the wealth at Buhari's fingertips, his doctor refused to move down to Nigeria.",Not Available,0.800000011920929,"['Buhari', 'doctor', 'Nigeria']"
"Buhari was aware of his health condition even b4 he became President. THREE YEARS as President and he's been unable to atleast upgrade Aso rock clinic with equipments &amp; personnel needed to manage his ailment?
Buhari is also a victim of his own incompetence.",Not Available,-0.4000000059604645,"['Buhari', 'rock clinic', 'President', 'President', 'Aso', 'personnel']"
"@akore_bami Is buhari doing to you what he would’ve done to his son?
May you crash with that your car and let’s see if buhari will fly you out for medical attention just same way he treated his son!",Not Available,-0.20000000298023224,"['son', '@akore_bami', 'buhari']"
"Buhari is the father of corruption! He promise a thing and end up doing the opposite.
  @APOSTLESULEMAN @OfficialPDPNig @segalink @AgorasBlog @Amaka_Ekwo @realFFK @pauladefarasin @MrStanleyNwabia @iykimo @akaebube @NGRWailers @renoomokri @realFFK @GarShehu @drmikeokonkwo https://t.co/TnNFBgzhIK",Not Available,-0.10000000149011612,"['Buhari', '@APOSTLESULEMAN', '@OfficialPDPNig', '@NGRWailers', '@realFFK', '@iykimo', '@MrStanleyNwabia', '@pauladefarasin']"
"Under Buhari, external debt increased by 7.5 billion in just one year!!! 

A wise leader leaves an inheritance for next generation. https://t.co/uHUajBFpmn",Not Available,0.10000000149011612,"['Buhari', 'generation', 'leader']"
Those against your re-election behind killings – Emir tells President Buhari https://t.co/5NNs9yTBAf via @todayng https://t.co/1MpvQsos04,West Central Africa,0.0,"['re-election', 'President', 'Emir']"
Buhari sounds like a 200 Level Babe deceiving her parents so she can spend the weekend at 1k4 and Quilox https://t.co/rFOdjkTAO3,Not Available,-0.6000000238418579,"['Buhari', 'parents', 'Babe']"
"One thing Nigerians should thanks Goodluck Jonathan and Muhammadu Buhari for is no subsequent presidential candidates will hoodwink us to vote for them using poverty and integrity. 

But of course, Nigerian electorates are mostly gullible.",Not Available,0.0,"['Nigerians', 'candidates', 'Goodluck Jonathan', 'Muhammadu Buhari']"
"A Dr. from England “summoned” @MBuhari and he’s on his way.

But when @nassnigeria summoned same Buhari, the man formed deaf &amp; dumb...",Pacific Time (US & Canada),0.0,"['Dr.', 'England', '@MBuhari', 'man', 'Buhari']"
"Retweeted Ogemdi Urenyere (@warchild47):

Retweeted JJU 🇳🇬 (@umohjoe):

If at 75 years @MBuhari cannot point Nigerian to one of his accomplishments in 3 years then what will happen when Buhari is 
76 years
77 years 
78 years 
79 years 
80 years?

🙆🏿‍♂️🙆🏿‍♂️🙆🏿‍♂️",Africa/Brazzaville,0.0,"['Ogemdi Urenyere', 'Buhari', 'Nigerian', '🙆🏿\u200d♂️🙆🏿\u200d♂️🙆🏿\u200d♂️']"
"@deknux @MBuhari Let me educate you a bit.
When you hold a political office and using state resources to take care of yourself,it behoves on you that you atleast tell the citizens what you are spending their money on, that's transparency. Buhari has failed in that regard.",West Central Africa,0.0,"['@deknux', '@MBuhari', 'Buhari', 'citizens']"
@9jaBloke @aabullet Buhari has no WAEC,Amsterdam,-0.10000000149011612,['@aabullet Buhari']
"The @POTUS just cashed in on Nigeria knowing its only @MBuhari he can deceive into signing such deal, knowing that his African guest can't understand what he's signing. That's being smart. Trump knows Buhari will likely not make it in 2019. Trump #UsingNRGToMakeUSGreatAgain. https://t.co/SzOBO3xzfk",Not Available,-0.10000000149011612,"['guest', 'Nigeria', '@MBuhari', 'African', 'Buhari', 'Trump']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"UPDATED: Buhari To Spend Four Days In The UK With His Doctor | Sahara Reporters @MBuhari @NGRPresident @UnitedKingdomEU 
READ MORE:  https://t.co/1lAjekxwTP https://t.co/xuJRdm0tjd",Not Available,0.0,"['Doctor', 'Buhari To Spend Four Days', 'UK', 'Sahara Reporters']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,West Central Africa,0.0,"['Buhari', 'UK', 'Nigeria']"
"""@Amore_Luke: This image is false. Buhari is not this young.  @Gidi_Traffic https://t.co/FZc3wD8IY7",Not Available,-0.10000000149011612,['Buhari']
"Buhari is corrupt!
Rt if you support this tweet!",Not Available,-0.30000001192092896,['Buhari']
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Not Available,0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
President Buhari To Embark On Four-Day Medical Trip To UK https://t.co/tY0I6RRLZP,Not Available,0.0,['Buhari To Embark On Four']
"Buhari is the ultimate Yahoo Yahoo.

Conned 15 million Nigerians with Sachet Milo and N5 pure water...",Not Available,0.20000000298023224,"['Buhari', 'Nigerians', 'Sachet Milo']"
"@tolu_dr @officialEFCC @vabok @ishakaa @fredliner009 The man is delusional and scared, he feels he’s the best thing to happen to Nigeria yet scared Buhari may outperform thereby unseating lots of things he’s been holding on to, he should just rest abeg",Not Available,-0.4000000059604645,"['man', '@officialEFCC', '@vabok', 'Buhari', '@tolu_dr', '@ishakaa', 'Nigeria']"
"Herdsmen that killed 2 Catholic priests &amp; congregants in Benue State took the choir robes &amp; musical instruments then recorded a video of themselves singing &amp; dancing.

And some people are saying Buhari deserves 2nd term. NEVER AGAIN https://t.co/usyDEhCyzh",Not Available,-0.10000000149011612,"['priests', 'Herdsmen', 'congregants', 'Benue State', 'people', 'Buhari']"
"Killings Meant To Instigate War, says Buhari https://t.co/M8KuPK5s6H https://t.co/7gZXBPcpXQ",Not Available,0.0,['Buhari https://t.co/M8KuPK5s6H https://t.co/7gZXBPcpXQ']
"Killings Meant To Instigate War, says Buhari https://t.co/ABLVFw1dLZ https://t.co/4SzN8QWKnY",Pacific Time (US & Canada),0.0,['Buhari https://t.co/ABLVFw1dLZ https://t.co/4SzN8QWKnY']
"NAS Reports Police IG To Buhari, Calls Police ‘Upgraded Barbarians’ https://t.co/9rIVEB9qAv",Pacific Time (US & Canada),0.10000000149011612,"['To Buhari', 'Barbarians']"
"What We Discussed With Buhari – Saraki, Dogara https://t.co/fyttg3JZw2 via @NewsJournalNGR",Not Available,0.0,['We Discussed With Buhari -- Saraki']
"Nobody fights the church and go free! Buhari's herdsmen entered the church,killed two priests and wore the choir robe in celebration. Those robes will become cancer to their body and their chief patron. if you are not happy with buhari please retweet.@segalink @AgorasBlog",Atlantic/Cape_Verde,-0.20000000298023224,"['Nobody', 'herdsmen', 'church', 'celebration', 'priests', 'Buhari', 'buhari', '@segalink', '@AgorasBlog', 'chief patron']"
"@segalink For me, I don’t know why Nigerians are expecting so much from a man that worked for 8yrs directly under Tinubu. Same man that stood as a witness for Tinubu when he has corruption case against him, just like Buhari was asked if Abacha was corrupt? ...lying and corrupt elders.",Not Available,-0.5,"['man', '@segalink', 'man', 'Tinubu', 'Nigerians', 'witness', 'elders', 'Abacha', 'Buhari']"
They should stop telling us about Buhari's tours.  We all know he's not based in Nigeria already 😩 https://t.co/dBZMANmnoD,Not Available,-0.20000000298023224,"['tours', 'Buhari', 'Nigeria']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
"When ye see these signs 
Aisha Buhari frying akara
Buhari drinking sachet milo 
Osinbajo sharing school meals
Know ye therefore that election time is nigh
For the politicians who abandoned thee
Shall come back to thee
Bearing false love
Be wise therefore
Lest they fool thee again https://t.co/f7qdhUIVlf",Arizona,0.10000000149011612,"['politicians', 'Osinbajo', 'Aisha Buhari']"
"I use to believe Buhari is morally upright,  he has proved me wrong. It's a do or die affair for him now, he's obviously sick but he's been selfish by wanting a 2nd term .",Not Available,-0.4000000059604645,"['Buhari', 'affair', 'term']"
"""The Senior Pastor at Worksword of God Church, Pastor Gabriel Adegboye, has claimed that God told him President Muhammadu Buhari has only four years to be Nigeria’s leader"" BUT
You pple used Baba Adeboye's picture.  
Messy Naija Media houses 😷😷 https://t.co/yMsziMqh1i",Dublin,-0.4000000059604645,"['Gabriel Adegboye', 'Muhammadu Buhari', 'Worksword', 'God', 'Nigeria', 'Baba Adeboye', 'leader', 'pple']"
"Why Buhari is contesting again. As president, he can fly to the UK on short notice using the presidential jet. He has Nig's resources at his disposal &amp; doesn't need to a/c just file the expenses under security vote. If another person is president it won't be this smooth. Ekwueme? https://t.co/XRawXFlaBw",Not Available,0.0,"['Buhari', 'president', 'president', 'disposal &amp', 'UK', 'Nig', 'Ekwueme']"
Buhari feels he's doing Nigerians a favour by sitting down in ASO Rock. If he's really here to serve Nigeria he'd have used all the money he's spent/spending on his health to fix the health sector @segalink,Not Available,0.20000000298023224,"['Buhari', 'Nigerians', 'ASO Rock']"
‘Technical Stopover’ — How Garba Shehu Covered Up Buhari’s Two-Day UK Medical Trip READ MORE https://t.co/sRZq0gXQuv,Ljubljana,0.0,"['Garba Shehu Covered Up Buhari', 'Two-Day UK']"
"I sincerely hope that President M. Buhari'a government will be remembered as the peak of  deregulated corporate corruption, a government of lies, division, segregation, hate, hypocrisy, ignorance.
@segalink",Pacific Time (US & Canada),-0.30000001192092896,"[""M. Buhari'a""]"
".
Pastor Adegboye reveals God has asked him to replace Buhari

Short Details: The Senior Pastor at Worksword of God Church, Pastor Gabriel Adegboye, has claimed that God ...

See full DETAILS (https://t.co/wa6inXlXek)

#LatestNews #PastorGabrielAdegboye #PresidentBuhari https://t.co/lWTZ2DwyuA",London,0.0,"['Gabriel Adegboye', 'God', 'Senior Pastor', 'Pastor', 'Buhari', 'Worksword']"
"Then when people are unable to get the 30K phones at this his 12K, they will say

""Phone sellers are greedy and they only want to sabotage President Buhari's good intentions"".

Kai! https://t.co/4Mt7g9B23h",Not Available,-0.20000000298023224,"['people', 'Phone sellers', 'Buhari']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,London,0.0,"['Buhari', 'UK', 'Nigeria']"
Prophet Nnamdi Kanu Has Predicted That Buhari Will Usher In Biafra – IPOB BY FEMI FAMUTIMI… https://t.co/LyaByurlWL,Not Available,0.20000000298023224,"['Nnamdi Kanu', 'Buhari Will Usher In Biafra', 'FEMI FAMUTIMI']"
"April 19, 2018 #IPOB Protest #London #UK -

Buhari: London protesters ask President to produce Nnamdi Kanu @PulseNigeria247 https://t.co/qU285Obo6k

#WhereIsNnamdiKanu of #Biafra ?
#StopBiafraOppressions 
Please #SupportBiafraReferendum @Commonwealth18
@RoyalFamily",Not Available,0.0,"['protesters', 'President', 'Nnamdi Kanu @PulseNigeria247 https://t.co/qU285Obo6k', 'London', 'Buhari', 'SupportBiafraReferendum @Commonwealth18 @RoyalFamily', 'Biafra']"
"In 1983 when Buhari sacked Shagari through a coup, he equally evicted Shagari's brother, Bello Magajin Shagari, who was receiving treatment at the State House Clinic. He died the next day. Mahmud Tukur and Shinkafi begged Buhari to have access to inform Shagari, Buhari refused!",Pacific Time (US & Canada),0.0,"['Bello Magajin Shagari', 'Shagari', 'Buhari', 'coup', 'State House Clinic', 'Shinkafi', 'Mahmud Tukur']"
"The Israeli intel firm that the Trump admin. hired to ""dig up dirt"" on Obama admin. officials to undermine the Iran nuclear deal is called Black Cube.

Cambridge Analytica whistleblower @chrisinsilico testified that CA hired Black Cube to hack Nigerian president Muhammadu Buhari. https://t.co/k5Jbr0k6Ur",Pacific Time (US & Canada),0.0,"['Israeli', 'Trump', 'Muhammadu Buhari', 'officials', 'Iran', 'Obama', 'Nigerian', 'Analytica', 'Cambridge', '@chrisinsilico']"
"#NIGERIA | After at least 71 people #killed in Birnin Gwari LGA, #Kaduna state 5 May, Pres #Buhari approves establishment of new army battalion and police command to improve security in the bandit-embattled area.",Arizona,0.0,"['NIGERIA', 'people', 'state', 'police', '#Kaduna', 'Birnin Gwari LGA', 'Pres #Buhari', 'area']"
"Why does Osinbajo ridicule himself? How can he say the world applauds Buhari’s anti corruption efforts. If this is true, then why has Nigeria retrogressed on Transparency Internationals corruption perception index moving from 136 under Jonathan to 144? Why should a pastor lie so?",Not Available,-0.30000001192092896,"['Osinbajo', 'Nigeria', 'world', 'Buhari']"
@realDonaldTrump @VP @Amaka_Ekwo @NkirukaNistoran @EmekaGift @POTUS @WhiteHouse  arming buhari is arming a terrorist,Not Available,-0.30000001192092896,"['@VP', '@realDonaldTrump', '@Amaka_Ekwo @NkirukaNistoran @EmekaGift', '@POTUS @WhiteHouse', 'terrorist', 'buhari']"
"Buhari is corrupt!
Rt if you support this tweet!",Not Available,-0.30000001192092896,['Buhari']
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
"#Nigeria's President Muhammadu #Buhari will travel to the UK today to meet doctors, raising questions about the 75-year-old’s health as he seeks re-election in February. https://t.co/FVC6IOUXS9 @RitaDevlinM @bpolitics",Amsterdam,0.0,"['Muhammadu #Buhari', 'Nigeria', 'doctors', 're-election', 'UK', 'https://t.co/FVC6IOUXS9 @RitaDevlinM']"
"The level of Corruption under Buhari is in Top 4 position, and has booked a place in the Champions League. https://t.co/sRXXQU0In4",Pacific Time (US & Canada),0.0,['Buhari']
"Niger Delta militants blame Jonathan for region’s under-development, hails Buhari https://t.co/IfOJT7OJtY https://t.co/xtg9ARtoTv",Not Available,0.0,"['militants', 'Niger Delta', 'region', 'under-development', 'Jonathan', 'Buhari https://t.co/IfOJT7OJtY https://t.co/xtg9ARtoTv']"
"So really, we have a bunch of people heading parastatals (at least the ones that are not left vacant) who look to Buhari and copy the same leadership model he uses - let the problem fester then ban if you can or kill if you can’t.

President Buhari is destroying institutions.",Not Available,-0.10000000149011612,"['Buhari', 'people', 'parastatals']"
"The really strange thing about Nigerian politics is, from VP to Tinubu to Elrufai to even Buhari's aides. They all know that his policies &amp; conduct have been disgraceful.

They complain in secret, then lie for him in public........",Pacific Time (US & Canada),-0.5,"['Buhari', 'Nigerian', 'VP', 'Tinubu', 'Elrufai', '&amp', 'public']"
"Buhari is corrupt!
Rt if you support this tweet!",Not Available,-0.30000001192092896,['Buhari']
"The only way Buhari and his cohorts intend to protect themselves from the MAJOR atrocities they've committed, especially as it concerns Nnamdi Kanu and Shites is to remain in power. 2019 will be 'do or die' for Team Buhari.",Not Available,0.10000000149011612,"['Team Buhari', 'cohorts', 'atrocities', 'Nnamdi Kanu', 'Shites']"
@yinkanubi Starting from Buhari,America/Belem,0.10000000149011612,['Buhari']
‘Those against your re-election behind daily killings’ -Emir of Katsina tells President Buhari https://t.co/tkcz8R3KMS https://t.co/lK71quYncI,Not Available,0.0,"['re-election', 'Buhari https://t.co/tkcz8R3KMS https://t.co/lK71quYncI', 'killings', 'Katsina']"
"Queen Elizabeth shakes Buhari hand without gloves; that's not the practice of Her Majesty.

 She wears majestic gloves to shake everyone, except those dear to her or someone special.

 This is enough to further prove the integrity in President Muhammadu Buhari. https://t.co/iPx9e0xBba",Not Available,0.10000000149011612,"['Muhammadu Buhari', 'Queen Elizabeth', 'everyone', 'Her Majesty', 'someone']"
Buhari is a UK resident who works offshore in Nigeria. https://t.co/HpaxHlG1OF,Not Available,0.0,"['Buhari', 'UK', 'Nigeria']"
