tweet, location,sentiment,entities
#StonesPeltersKiSurgeryKab #Firdaus Nation is not under any confusion that PDP is a gang of anti national elements whose head is a Jihadi CM who has unholy alliance with Separatists.,Chennai,0.4000000059604645,"['CM', 'gang', 'Separatists', 'Jihadi']"
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
#StonePeltersKiSurgeryKab  Very succinctly put @neelakantha @BJP4India has become a door mat of PDP. Shame @BJP4India shame @narendramodi Shame @RSSorg,Not Available,-0.4000000059604645,"['StonePeltersKiSurgeryKab', '@neelakantha', 'door mat', '@BJP4India', '@narendramodi']"
Court orders PDP to pay N180m professional fee to SAN https://t.co/8uZ1hRQujX via @ReportNigeria1,Pacific Time (US & Canada),-0.20000000298023224,[]
Court orders PDP to pay N180 million to SAN: The judge said it was not right for the PDP not to pay for the work they knew was well handled by the plaintiff. The post Court orders PDP to pay N180 million to SAN appeared first on Premium Times Nigeria. https://t.co/Dy39PqGyeU https://t.co/hmo9hxejqP,West Central Africa,-0.20000000298023224,"['judge', 'plaintiff']"
@UcheSecondus PDP All d way..,Not Available,0.0,[]
Catch up on: Stamped Birthday Cards https://t.co/SM7wcenHoH,London,0.30000001192092896,[]
"APC's right leg is CPC, left leg is ACN, right hand is ANPP, left hand is a faction of PDP, and right at the head we don't know how many chromosomes are there. ~Tunde Bakare. #Roadmap2019",Not Available,0.0,['Tunde Bakare']
Court orders PDP to pay N180m professional fee to Okutepa SAN https://t.co/DEfyG0gfTP https://t.co/8LeO83hZTI,London,-0.20000000298023224,['Okutepa SAN']
"Breaking News

Rep. Adams Jagaba, Kaduna State dumps APC for PDP

Rep. Jagaba Adams, member representing Kagarko/Kachia Federal Constituency, alongside thousands of others across the 23 Local Government of Kaduna State have dumped APC for the Peoples Democratic Party (PDP) https://t.co/9PXNL9CiEz",Not Available,0.0,"['Jagaba Adams', 'Adams Jagaba', 'Kaduna State', 'thousands', 'others', 'Kagarko']"
PDP will retain Ekiti – Secondus===has been published on Vanguard News - https://t.co/glkgk82VhK https://t.co/D7OHaSX5Ri,Not Available,0.10000000149011612,"['Ekiti', 'Secondus']"
"Buhari has been a terrible mess, but I still can’t trust PDP.",West Central Africa,-0.800000011920929,['Buhari']
Shoot stonepelters and suspend the govt of PDP,Pacific Time (US & Canada),0.20000000298023224,['stonepelters']
"I don’t understand how a party can have 33 aspirants for one slot - it’s a sign of discord and lack of internal cohesiveness.

#PDPEkitiDecides will be another confirmation that the only true organic political party in Nigeria is the PDP.

I’m 100% confident to say it from now.",Not Available,0.10000000149011612,['Nigeria']
"'PDP stole this'
'GEJ stole that'.

Ain't you in power? prosecute or shut up, and also tell your brainless minions to shut the fuck up too. Y'all are irritating",Mountain Time (US & Canada),-0.5,['GEJ']
"@9jaBloke @stjudendukwe Very well
Muhammadu Buhari should return Nigeria to the looters and go back to Daura

The PDP and its godfathers have also been saying this

OK, Charles the 1st
Pls get ready and replace Buhari @AsoRock!

Ogu chala!",Not Available,0.0,"['Muhammadu Buhari', 'Daura', 'Nigeria', 'godfathers', 'Charles', 'Buhari @AsoRock', 'Ogu']"
"Last week PDP Chairman, Uche Secondus after taking codeine picked his pen &amp; wrote to United Nations, accuses Buhari of destroying Nigeria’s Democracy thru corruption. 

So, this week, he was about to write another... https://t.co/uTZPNerAv8",Not Available,0.0,"['PDP Chairman', 'Uche Secondus', 'Buhari', 'Nigeria']"
PDP Courses for Kids in May Half-Term Holiday #itfc  https://t.co/j3BcXrjD2G,London,0.10000000149011612,[]
"Ekiti PDP Primary: Olujimi Steps Down For Adeyeye 
https://t.co/6SmPICgCDo https://t.co/FJHXm1lkaC",Amsterdam,0.0,[]
Delegates from Ikere-Ekiti LGA now voting https://t.co/woxc0B2nyI #EkitiPDPPrimary https://t.co/tDiBDmgVBD,Not Available,0.10000000149011612,['Delegates']
What is PDP CM Mehbooba Mufti and BJP deputy CM Kavinder Gupta doing? Why should these murderous stone-pelters and terror accomplices get amnesty? Why should we blame Separatists when the govt itself is soft on separatism and terror? https://t.co/7hwuLj5dfL,New Delhi,-0.20000000298023224,"['Gupta', 'Mehbooba Mufti', 'CM Kavinder', 'Separatists']"
"Breaking News

Rep. Adams Jagaba, Kaduna State dumps APC for PDP

Rep. Jagaba Adams, member representing Kagarko/Kachia Federal Constituency, alongside thousands of others across the 23 Local Government of Kaduna State have dumped APC for the Peoples Democratic Party (PDP) https://t.co/9PXNL9CiEz",Not Available,0.0,"['Jagaba Adams', 'Adams Jagaba', 'Kaduna State', 'thousands', 'others', 'Kagarko']"
Ekiti Guber Primary: We charge all delegates to the Ekiti State governorship primary as well as teeming members and supporters of the PDP in the state to continue in their resolve to work together to ensure a smooth and hitch-free exercise on Tuesday. https://t.co/N46tT9sCNG,West Central Africa,0.20000000298023224,"['delegates', 'governorship primary', 'state', 'supporters', 'members', 'Ekiti State']"
"In a chat with TheCable, Olujimi said so far, the exercise has been transparent. ""We'll defeat @GovAyoFayose's candidate,"" she boasts. https://t.co/woxc0B2nyI #EkitiPDPPrimary https://t.co/DMTvHfcn7D",Monrovia,0.20000000298023224,"['Olujimi', 'candidate']"
"@YeleSowore Yes they are, after destroying Nigeria for 16 good years uninterrupted &amp; nothing to show as success, we are done with PDP at the Federal level in Nigeria..",Not Available,0.0,"['@YeleSowore Yes', 'Nigeria']"
